scorer,,,Shahril,Shahril,Shahril,Shahril,Shahril,Shahril,Shahril,Shahril,Shahril,Shahril,Shahril,Shahril,Shahril,Shahril,Shahril,Shahril
labeled-data,BelowKnee_Posterior,img112.png,692.3666321629363,345.96959626944476,684.6259162770483,465.95069250071,673.9824319339523,607.2187574181676,,,644.9547473618717,340.16405935502866,626.5705471328877,461.11274507202995,631.0775875961709,577.9355601120529,,
labeled-data,BelowKnee_Posterior,img113.png,692.3666321629363,345.00200678370874,686.5610952485204,469.8210504436541,673.9824319339523,607.2187574181676,,,643.9871578761357,341.13164884076457,627.5381366186236,455.3072081576139,632.6818596022463,586.874246807257,,
labeled-data,BelowKnee_Posterior,img114.png,694.3018111344082,347.9047752409166,691.3990426772004,470.78863992939006,675.9176109054242,609.1539363896396,,,644.9547473618717,341.13164884076457,629.4733155900957,462.080334557766,634.6421699841725,591.1257745365061,,
labeled-data,BelowKnee_Posterior,img115.png,689.4638637057284,347.9047752409166,691.3990426772004,470.78863992939006,675.9176109054242,612.0567048468475,,,642.0519789046638,343.0668278122367,628.5057261043596,468.853460957918,633.980356053379,588.2230060792981,,
labeled-data,BelowKnee_Posterior,img116.png,691.3990426772002,356.6130806125407,689.4638637057284,472.7238189008621,672.0472529624801,610.1215258753756,,,643.0195683903996,351.77513318386076,634.3112630187757,474.6589978723341,635.2788525045117,584.3275167259,,
labeled-data,BelowKnee_Posterior,img117.png,691.3990426772003,359.51584906974875,689.4638637057284,475.62658735807014,671.0796634767441,615.9270627897916,,,642.0519789046637,353.7103121553327,633.3436735330397,476.5941768438061,634.3112630187757,582.4174691648823,,
labeled-data,BelowKnee_Posterior,img118.png,694.3018111344084,362.4186175269568,685.5935057627844,480.4645347867502,674.9500214196883,612.0567048468475,,,645.9223368476078,356.6130806125408,632.3760840473037,481.43212427248613,634.9479455391149,585.9820515528838,,
labeled-data,BelowKnee_Posterior,img119.png,684.6259162770481,368.22415444137283,683.6583267913123,480.4645347867502,673.0148424482162,614.9594733040557,,,644.9547473618718,363.3862070126929,632.3760840473037,481.43212427248613,632.3760840473037,588.8345571891834,,
labeled-data,BelowKnee_Posterior,img120.png,681.72314781984,369.19174392710886,680.7555583341043,485.3024822154302,672.0472529624801,609.1539363896396,,,641.0843894189277,367.2565649556369,631.4084945615677,482.39971375822216,633.3436735330397,590.7697361606554,,
labeled-data,BelowKnee_Posterior,img121.png,685.5935057627842,375.96487032726094,676.8852003911603,483.36730324395825,673.9824319339523,597.5428625608075,,,636.2464419902477,372.4254193497137,627.5381366186236,487.23766118690224,632.7069910127004,592.3991395771849,,
labeled-data,BelowKnee_Posterior,img122.png,681.7231478198402,370.1593334128449,673.9824319339523,486.2700717011663,662.3713581051201,580.1262518175593,,,637.5198070309261,367.3319591869996,629.4733155900957,483.3673032439582,631.4084945615677,594.6400941035995,,
labeled-data,BelowKnee_Posterior,img123.png,682.6907373055761,366.2889754699008,679.7879688483683,490.14042964411027,658.5010001621761,567.5475885029911,,,636.8831245105869,366.00833132541254,627.5381366186236,481.43212427248613,631.4084945615677,598.5104520465435,,
labeled-data,BelowKnee_Posterior,img124.png,683.6583267913122,365.3213859841648,689.4638637057284,483.36730324395825,661.403768619384,565.6124095315191,,,633.6243176775279,364.123415174849,628.5057261043596,481.43212427248613,631.4084945615677,603.3483994752233,,
labeled-data,BelowKnee_Posterior,img125.png,681.7231478198402,360.4834385554847,692.3666321629364,479.49694530101414,662.3713581051201,566.5799990172551,,,637.2140314759837,359.26033633571467,629.4733155900957,481.43212427248613,633.3436735330397,604.3411203714136,,
labeled-data,BelowKnee_Posterior,img126.png,681.7231478198402,360.4834385554847,696.2369901058805,468.853460957918,667.2093055338001,573.3531254174072,,,638.1816209617198,357.9618398845818,635.2788525045117,479.49694530101414,633.3436735330397,604.3159889609594,,
labeled-data,BelowKnee_Posterior,img127.png,682.6907373055761,356.6130806125407,693.3342216486725,465.95069250071,671.0796634767441,575.2883043888793,,,639.0738162160931,357.3502887746969,634.3112630187757,479.49694530101414,634.3112630187758,602.1252972554532,,
labeled-data,BelowKnee_Posterior,img128.png,682.690737305576,350.8075436981247,690.4314531914644,457.2423871290859,672.0472529624801,584.9641992462393,,,640.3471812567717,350.8829379294873,634.3112630187757,478.5293558152781,634.0054874638332,607.2438888286215,,
labeled-data,BelowKnee_Posterior,img129.png,686.5610952485204,351.7751331838607,693.3342216486725,459.1775661005579,679.7879688483683,583.0290202747673,,,642.0017160837555,353.4799308317528,634.3112630187757,476.5941768438061,632.3760840473037,607.2187574181675,,
labeled-data,BelowKnee_Posterior,img130.png,684.6259162770481,353.7103121553327,690.4314531914644,457.24238712908584,682.6907373055762,583.9966097605032,,,643.0195683903999,353.71031215533276,634.3112630187757,468.853460957918,633.3436735330397,607.2187574181675,,
labeled-data,BelowKnee_Posterior,img131.png,687.5286847342561,357.58067009827676,692.3666321629364,459.1775661005579,683.6583267913122,583.9966097605034,,,641.0843894189277,354.6779016410688,636.2464419902478,468.853460957918,634.3112630187758,609.1539363896394,,
labeled-data,BelowKnee_Posterior,img132.png,687.5286847342563,354.6779016410688,685.5935057627844,462.0803345577659,687.5286847342563,578.1910728460873,,,644.9547473618718,353.71031215533264,636.2464419902478,468.853460957918,633.3436735330397,609.1539363896394,,
labeled-data,BelowKnee_Posterior,img133.png,688.4962742199923,353.71031215533276,690.4314531914644,467.885871472182,691.3990426772004,576.2558938746153,,,642.0519789046639,351.77513318386065,637.2140314759838,470.78863992939006,635.2034582731492,606.2762993428855,,
labeled-data,BelowKnee_Posterior,img134.png,691.3990426772002,357.58067009827676,693.3342216486725,470.78863992939,686.5610952485204,580.1262518175593,,,645.9223368476078,356.6130806125407,635.2788525045117,470.78863992939006,635.2788525045117,605.2835784466954,,
labeled-data,BelowKnee_Posterior,img135.png,688.4962742199923,359.5158490697488,694.3018111344085,469.82105044365403,686.5610952485204,583.0290202747673,,,644.9547473618718,357.5806700982767,635.2788525045117,471.75622941512603,635.2788525045117,598.5104520465434,,
labeled-data,BelowKnee_Posterior,img136.png,694.3018111344082,359.5158490697488,695.2694006201444,469.82105044365403,689.4638637057284,585.9317887319753,,,645.9223368476078,359.5158490697488,635.2788525045117,475.6265873580701,631.4084945615677,590.7697361606553,,
labeled-data,BelowKnee_Posterior,img137.png,698.1721690773524,364.3537964984289,696.2369901058805,471.756229415126,689.4638637057284,589.8021466749194,,,649.7926947905518,358.5482595840128,635.2788525045117,469.82105044365403,629.4733155900957,581.0938413032951,,
labeled-data,BelowKnee_Posterior,img138.png,695.2694006201443,360.4834385554849,703.0101165060325,465.9506925007099,691.3990426772004,589.8021466749194,,,650.7602842762878,357.5806700982767,635.2788525045117,471.75622941512603,,,,
labeled-data,BelowKnee_Posterior,img139.png,697.2045795916163,358.5482595840128,704.9452954775045,466.91828198644595,691.3990426772004,589.8021466749194,,,654.630642219232,354.6779016410686,637.2140314759838,477.56176632954214,,,,
labeled-data,BelowKnee_Posterior,img140.png,703.0101165060323,360.48343855548484,707.8480639347125,464.98310301497395,691.3990426772004,589.8021466749193,,,654.6306422192318,354.6779016410687,639.1492104474557,470.78863992939006,,,,
labeled-data,BelowKnee_Posterior,img141.png,706.8804744489764,357.5806700982768,705.9128849632405,463.0479240435019,694.3018111344084,593.6725046178634,,,659.4685896479122,351.7751331838606,643.0195683903999,467.88587147218203,,,,
labeled-data,BelowKnee_Posterior,img142.png,708.8156534204484,355.6454911268048,702.0425270202965,459.17756610055784,694.3018111344084,596.5752730750714,,,663.9504987007412,348.6419834030727,643.0195683903999,462.080334557766,641.4152963843245,557.8968250560852,,
labeled-data,BelowKnee_Posterior,img143.png,706.8804744489764,352.74272266959673,708.8156534204485,461.1127450720299,696.2369901058804,597.5428625608075,,,666.2165846376099,348.3362078481302,643.0195683903999,462.080334557766,647.2208332987406,564.0081375254437,,
labeled-data,BelowKnee_Posterior,img144.png,706.8804744489764,352.74272266959673,708.8156534204485,463.0479240435019,696.2369901058804,597.5428625608075,,,664.3065370765921,345.0020067837087,646.8899263333439,460.1451555862939,647.5517402641374,571.4430778563893,,
labeled-data,BelowKnee_Posterior,img145.png,707.8480639347124,350.80754369812473,710.7508323919205,465.9506925007099,700.1073480488244,599.4780415322795,,,664.6123126315347,345.43343939092216,648.8251053048159,457.2423871290859,648.8251053048159,580.1262518175591,,
labeled-data,BelowKnee_Posterior,img146.png,707.8480639347124,349.83995421238865,709.7832429061846,465.9506925007099,697.2045795916165,601.4132205037515,,,666.2417160480643,344.1349429397896,645.9223368476079,458.2099766148219,646.8899263333439,578.1910728460871,,
labeled-data,BelowKnee_Posterior,img147.png,707.8480639347126,353.71031215533276,703.0101165060324,467.885871472182,694.3018111344084,599.4780415322795,,,659.3931954165492,347.3434869519401,647.8575158190799,464.015513529238,643.9871578761358,579.1586623318232,,
labeled-data,BelowKnee_Posterior,img148.png,707.8480639347124,359.5158490697488,707.8480639347125,467.885871472182,694.3018111344084,599.4780415322795,,,661.3786372089297,352.893511132322,644.9547473618718,468.853460957918,643.0195683903999,575.288304388879,,
labeled-data,BelowKnee_Posterior,img149.png,699.1397585630884,363.38620701269286,707.8480639347125,468.85346095791795,692.3666321629364,599.4780415322795,,,658.4507373412675,359.36086197753156,642.0519789046639,475.6265873580701,641.0843894189278,573.3531254174071,,
labeled-data,BelowKnee_Posterior,img150.png,699.1397585630883,368.2241544413729,703.9777059917685,474.65899787233394,692.3666321629364,599.4780415322795,,,658.1700931967792,366.72040807711454,643.0195683903999,477.56176632954214,642.0519789046638,576.2558938746151,,
labeled-data,BelowKnee_Posterior,img151.png,693.3342216486723,367.256564955637,697.2045795916164,480.46453478675,691.3990426772004,599.4780415322795,,,654.2997352538353,365.39678021552754,644.9547473618718,480.46453478675016,640.1167999331918,579.1586623318232,,
labeled-data,BelowKnee_Posterior,img152.png,691.3990426772002,363.38620701269286,697.2045795916164,477.56176632954197,692.3666321629364,590.7697361606554,,,652.6954632477599,363.48673265450975,639.1492104474557,479.49694530101414,637.9177248431481,579.6655099739698,,
labeled-data,BelowKnee_Posterior,img153.png,689.4638637057283,365.32138598416486,690.4314531914644,481.4321242724861,688.4962742199923,579.1586623318233,,,653.0012388027025,363.48673265450975,640.1167999331917,481.43212427248613,640.4644549245053,582.8489225756662,,
labeled-data,BelowKnee_Posterior,img154.png,686.5610952485202,362.41861752695684,693.3342216486724,484.3348927296941,685.5935057627844,567.5475885029912,,,648.7999738943619,361.85732923798025,638.1816209617198,481.43212427248613,639.1910898838267,584.1222876163447,,
labeled-data,BelowKnee_Posterior,img155.png,687.5286847342562,357.5806700982768,694.3018111344084,486.27007170116605,679.7879688483683,558.8392831313671,,,652.0085179065123,356.76386907526603,636.2464419902478,477.56176632954214,639.1910898838267,586.6690176977019,,
labeled-data,BelowKnee_Posterior,img156.png,686.5610952485201,354.67790164106873,698.1721690773525,477.56176632954197,678.8203793626323,554.001335702687,,,648.4690669289652,354.49778313839727,640.1167999331917,477.56176632954214,641.1011374448445,583.4856050960054,,
labeled-data,BelowKnee_Posterior,img157.png,684.6259162770482,350.8075436981247,702.0425270202965,479.496945301014,676.8852003911602,556.904104159895,,,648.4690669289648,349.278665923412,639.1492104474557,474.6589978723341,639.827772404166,587.3057002180411,,
labeled-data,BelowKnee_Posterior,img158.png,685.5935057627842,348.8723647266527,700.1073480488244,465.95069250070986,676.8852003911602,562.7096410743111,,,651.6776109411155,346.98744857608915,640.1167999331917,477.56176632954214,640.4644549245053,593.0358429010946,,
labeled-data,BelowKnee_Posterior,img159.png,690.4314531914642,348.87236472665273,701.0749375345605,461.1127450720298,679.7879688483683,566.5799990172551,,,651.396966796627,345.99472767989903,640.1167999331917,473.6914083865981,641.7378199651838,594.9458904621124,,
labeled-data,BelowKnee_Posterior,img160.png,687.5286847342562,348.8723647266527,701.0749375345605,452.4044397004057,679.7879688483683,572.3855359316711,,,650.0733389350403,345.7140835354106,645.9223368476079,475.62658735806997,639.1910898838267,595.5825729824517,,
labeled-data,BelowKnee_Posterior,img161.png,687.5286847342562,345.96959626944465,700.1073480488244,450.46926072893365,685.5935057627844,576.2558938746153,,,652.9761073922481,345.96959626944476,645.9223368476079,480.46453478675,642.3745024855231,594.3092079417731,,
labeled-data,BelowKnee_Posterior,img162.png,689.4638637057283,348.8723647266527,698.1721690773525,453.3720291861417,687.5286847342563,581.0938413032953,,,650.429377310891,347.2680927205775,640.1167999331918,473.69140838659797,640.4644549245053,593.0358429010946,,
labeled-data,BelowKnee_Posterior,img163.png,689.4638637057283,352.74272266959673,694.3018111344084,463.04792404350184,687.5286847342563,575.2883043888793,,,648.8251053048159,350.8075436981248,641.0843894189278,469.8210504436539,641.1011374448445,594.9458904621124,,
labeled-data,BelowKnee_Posterior,img164.png,691.3990426772003,359.5158490697488,694.3018111344084,467.8858714721819,688.4962742199923,577.2234833603512,,,645.922336847608,356.61308061254084,639.1492104474559,472.72381890086194,641.7378199651838,596.2192555027909,,
labeled-data,BelowKnee_Posterior,img165.png,689.4638637057283,361.4510280412208,694.3018111344084,470.78863992938994,686.5610952485204,576.2558938746153,,,647.8575158190798,357.58067009827687,642.0519789046639,469.8210504436539,642.3745024855231,598.1293030638087,,
labeled-data,BelowKnee_Posterior,img166.png,693.3342216486723,368.2241544413729,693.3342216486724,475.6265873580699,684.6259162770483,578.1910728460872,,,649.792694790552,361.451028041221,642.0519789046639,469.8210504436539,640.4644549245053,594.3092079417731,,
labeled-data,BelowKnee_Posterior,img167.png,693.3342216486723,366.2889754699009,694.3018111344084,475.6265873580699,686.5610952485204,584.9641992462393,,,652.6954632477598,363.3862070126929,642.0519789046639,471.7562294151259,641.7378199651838,587.3057002180411,,
labeled-data,BelowKnee_Posterior,img168.png,697.2045795916164,376.932459812997,694.3018111344084,475.6265873580699,686.5610952485204,587.8669677034474,,,650.7602842762878,368.22415444137295,643.9871578761358,473.69140838659797,638.5544073634874,581.5755575349876,,
labeled-data,BelowKnee_Posterior,img169.png,700.1073480488244,374.99728084152497,698.1721690773525,474.65899787233394,689.4638637057284,586.8993782177114,,,654.6306422192318,369.19174392710903,643.0195683903999,475.62658735806997,,,,
labeled-data,BelowKnee_Posterior,img170.png,701.0749375345604,366.2889754699009,703.0101165060324,466.91828198644583,688.4962742199923,588.8345571891833,,,660.4361791336481,364.353796498429,642.0519789046639,476.594176843806,,,,
labeled-data,BelowKnee_Posterior,img171.png,703.0101165060324,364.3537964984289,703.9777059917685,470.78863992938994,688.4962742199923,589.8021466749193,,,660.4361791336481,358.54825958401295,637.2140314759838,472.72381890086194,,,,
labeled-data,BelowKnee_Posterior,img172.png,706.8804744489764,360.4834385554848,700.1073480488244,472.7238189008619,688.4962742199923,593.6725046178634,,,662.37135810512,357.5806700982769,643.0195683903999,472.72381890086194,,,,
labeled-data,BelowKnee_Posterior,img173.png,705.9128849632405,360.4834385554849,701.0749375345605,470.78863992938994,687.5286847342563,592.7049151321274,,,662.9326463940968,355.46537262413335,643.0195683903999,462.0803345577659,,,,
labeled-data,BelowKnee_Posterior,img174.png,706.8804744489764,355.64549112680476,702.0425270202965,470.78863992938994,686.5610952485204,592.7049151321274,,,662.37135810512,351.2389763053383,641.0843894189278,463.04792404350195,641.1011374448445,558.0183042824347,,
labeled-data,BelowKnee_Posterior,img175.png,701.0749375345604,357.58067009827676,701.0749375345605,468.8534609579179,687.5286847342563,595.6076835893355,,,662.7022650705168,348.6922462239812,642.0519789046639,455.30720815761384,643.6478675262017,566.2951770468451,,
labeled-data,BelowKnee_Posterior,img176.png,701.0749375345604,360.4834385554848,698.1721690773525,470.78863992938994,687.5286847342563,594.6400941035994,,,661.047730243533,349.94047985420553,642.0519789046639,453.37202918614184,645.5579150872195,572.6620022502378,,
labeled-data,BelowKnee_Posterior,img177.png,701.0749375345603,361.4510280412208,701.0749375345605,472.7238189008619,689.4638637057284,595.6076835893355,,,660.436179133648,350.19599258823973,643.9871578761358,453.3720291861418,644.9212325668802,577.1187798926128,,
labeled-data,BelowKnee_Posterior,img178.png,698.1721690773524,360.4834385554848,702.0425270202965,467.8858714721819,691.3990426772004,595.6076835893355,,,663.9002358798327,352.36155288329167,643.9871578761358,456.2747976433498,644.284550046541,578.3921449332913,,
labeled-data,BelowKnee_Posterior,img179.png,701.0749375345604,363.3862070126929,702.0425270202965,469.82105044365386,689.4638637057284,596.5752730750714,,,660.1052721682512,355.62035971635066,646.8899263333439,464.9831030149739,645.5579150872195,579.0288274536306,,
