scorer,,,Iskandar,Iskandar,Iskandar,Iskandar,Iskandar,Iskandar,Iskandar,Iskandar,Iskandar,Iskandar,Iskandar,Iskandar,Iskandar,Iskandar,Iskandar,Iskandar
labeled-data,BelowKnee_Left,img149.png,,,,,,,,,530.9970487475937,351.11308006818314,529.4272751412702,510.44510111000835,560.8227472677384,673.7015561676423,488.6131613768619,686.2597450182294
labeled-data,BelowKnee_Left,img150.png,,,,,,,,,532.5668223539171,343.26421203656633,541.9854639918576,513.5846483226553,578.8751437404575,672.1317825613188,505.8806710464193,690.1841790340379
labeled-data,BelowKnee_Left,img151.png,,,,,,,,,530.9970487475937,340.90955162708127,556.1134264487682,508.8753275036851,595.3577666068531,671.3468957581572,525.5028411254618,691.7539526403614
labeled-data,BelowKnee_Left,img152.png,,,,,,,,,530.9970487475937,346.4037592492131,574.950709724649,522.2184031574341,612.6252762764107,672.1317825613188,545.909898007666,692.5388394435231
labeled-data,BelowKnee_Left,img153.png,,,,,,,,,534.1365959602406,350.32819326502164,579.6600305436192,510.4451011100086,629.892785945968,669.7771221518339,563.9622944803851,690.1841790340379
labeled-data,BelowKnee_Left,img154.png,,,,,,,,,537.2761431728874,360.53172170612373,600.0670874258235,526.9277239764042,649.5149560250105,672.1317825613189,582.0146909531043,694.1086130498464
labeled-data,BelowKnee_Left,img155.png,,,,,,,,,543.555237598181,360.53172170612373,601.6368610321467,520.6486295511106,665.2126920882446,669.7771221518339,602.4217478353085,691.7539526403614
labeled-data,BelowKnee_Left,img156.png,,,,,,,,,534.9214827634023,358.17706129663867,604.7764082447936,521.4335163542722,676.2011073325084,664.282914529702,619.689257504866,691.7539526403615
labeled-data,BelowKnee_Left,img157.png,,,,,,,,,531.7819355507554,366.02592932825564,599.2822006226618,518.2939691416254,687.1895225767721,657.2189333012467,636.9567671744232,696.4632734593316
labeled-data,BelowKnee_Left,img158.png,,,,,,,,,529.4272751412703,367.59570293457904,585.9391249689128,523.7881767637574,694.2535038052274,652.5096124822765,655.0091636471425,698.0330470656551
labeled-data,BelowKnee_Left,img159.png,,,,,,,,,528.6423883381086,366.81081613141737,570.2413889056788,525.3579503700807,691.8988433957425,641.5211972380126,669.1371261040531,698.0330470656551
labeled-data,BelowKnee_Left,img160.png,,,,,,,,,523.1481807159768,358.17706129663867,552.1889924329596,530.8521579922127,683.2650885609637,638.3816500253658,683.2650885609637,698.8179338688168
labeled-data,BelowKnee_Left,img161.png,,,,,,,,,525.5028411254618,361.31660850928546,530.2121619444321,530.8521579922127,665.9975788914062,630.5327819937488,665.9975788914062,695.6783866561699
labeled-data,BelowKnee_Left,img162.png,,,,,,,,,517.6539730938448,365.241042525094,520.00863350333,527.7126107795659,648.7300692218489,627.393234781102,635.3869935680999,693.3237262466848
labeled-data,BelowKnee_Left,img163.png,,,,,,,,,517.6539730938448,358.96194809980034,498.03180301480234,519.0788559447872,622.8288047175126,628.1781215842637,599.2822006226618,693.3237262466847
labeled-data,BelowKnee_Left,img164.png,,,,,,,,,516.8690862906831,357.39217449347694,490.1829349831853,518.2939691416254,598.4973138195,636.8118764190423,562.3925208740618,697.2481602624932
labeled-data,BelowKnee_Left,img165.png,,,,,,,,,516.8690862906831,351.11308006818336,475.27008572311297,513.5846483226553,568.6716152993554,646.2305180569826,518.4388598970065,698.033047065655
labeled-data,BelowKnee_Left,img166.png,,,,,,,,,,,473.7003121167895,509.66021430684674,534.1365959602405,661.143367317055,473.7003121167895,695.6783866561698
labeled-data,BelowKnee_Left,img167.png,,,,,,,,,515.2993126843596,337.7700044144343,474.48519891995124,512.0148747163319,498.81668981796395,672.1317825613187,432.88619835238114,694.893499853008
labeled-data,BelowKnee_Left,img168.png,,,,,,,,,516.8690862906831,347.18864605237474,471.34565170730446,508.09044070052335,464.28167047884915,676.0562165771273,389.7174241784876,688.6144054277145
labeled-data,BelowKnee_Left,img169.png,,,,,,,,,524.7179543223001,353.46774047766837,470.56076490414273,518.2939691416254,430.531537942896,674.4864429708039,354.39751803621107,665.0678013328635
labeled-data,BelowKnee_Left,img170.png,,,,,,,,,529.4272751412702,358.17706129663856,470.56076490414273,525.3579503700807,406.984933848045,676.8411033802889,335.5602347603302,647.0154048601444
labeled-data,BelowKnee_Left,img171.png,,,,,,,,,525.5028411254618,371.52013695038744,466.6363308883342,523.7881767637573,404.63027343855987,676.0562165771272,333.20557435084515,647.0154048601444
labeled-data,BelowKnee_Left,img172.png,,,,,,,,,520.7935203064916,376.2294577693576,458.78746285671724,526.1428371732425,411.6942546670152,681.5504241992592,340.26955557930046,660.3584805138933
labeled-data,BelowKnee_Left,img173.png,,,,,,,,,516.8690862906831,367.5957029345789,452.5083684314236,521.4335163542722,424.2524435176024,683.9050846087442,351.2579708235643,672.9166693644804
labeled-data,BelowKnee_Left,img174.png,,,,,,,,,505.88067104641925,362.88638211560874,452.5083684314236,524.573063566919,439.95017958083645,687.044631821391,369.31036729628335,689.3992922308762
labeled-data,BelowKnee_Left,img175.png,,,,,,,,,502.74112383377246,364.45615572193213,453.29325523458533,519.0788559447872,457.21768925039385,685.4748582150677,385.00810335951735,692.538839443523
labeled-data,BelowKnee_Left,img176.png,,,,,,,,,504.31089744009586,360.5317217061236,464.28167047884915,524.573063566919,475.27008572311297,686.2597450182293,401.49072622591314,694.893499853008
labeled-data,BelowKnee_Left,img177.png,,,,,,,,,502.7411238337725,348.7584196586981,477.6247461325981,523.0032899605956,496.4620294084789,683.9050846087442,422.68266991127905,697.2481602624932
labeled-data,BelowKnee_Left,img178.png,,,,,,,,,,,488.6131613768619,523.7881767637573,512.9446522748747,683.9050846087442,441.5199531871599,698.0330470656548
labeled-data,BelowKnee_Left,img179.png,,,,,,,,,514.514425881198,357.3921744934768,503.5260106369342,518.2939691416254,532.5668223539171,679.9806505929357,461.14212326620236,701.1725942783016
